ID;UF;Região;Mês;Genero;Faixa etária;Nivel de graduação;Área de graduação;Empresa;Perfil;Curso;Tipo C H;Carga horária;Tipo de Curso;Turma;Status
MT350;RN;Nordeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/43;Reprovado
MT351;RS;Sul;3;Masculino;18-29;NI;Saúde;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/44;Não Iniciado
MT352;SC;Sul;3;Masculino;40-49;Graduação;Saúde;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/45;Aprovado
MT353;PR;Sul;3;Feminino;40-49;Pós Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/46;Aprovado
MT354;MG;Sudeste;3;Masculino;50-59;NI;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/47;Aprovado
MT355;SP;Sudeste;3;Masculino;40-49;Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/48;Não Iniciado
MT356;BA;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/49;Aprovado
MT357;PR;Sul;2;Feminino;40-49;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/50;Reprovado
MT358;MG;Sudeste;2;Masculino;50-59;Graduação;NI;Sol;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/51;Não Iniciado
MT359;SP;Sudeste;2;Feminino;50-59;Ens. Médio;Ciências Extas;Estrela;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/52;Aprovado
MT360;RN;Nordeste;2;Masculino;40-49;Graduação;NI;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/53;Aprovado
MT361;RN;Nordeste;2;Feminino;50-59;Ens. Médio;Ciências Extas;Constelação;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/54;Aprovado
MT362;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT363;SC;Sul;2;Feminino;50-59;Graduação;Ciências Humas;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT364;PR;Sul;2;Masculino;40-49;Ens. Médio;Saúde;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT365;MG;Sudeste;2;Feminino;30-39;Graduação;Saúde;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/58;Aprovado
MT366;SP;Sudeste;2;Masculino;50-59;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/59;Reprovado
MT367;BA;Nordeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/60;Não Iniciado
MT368;PR;Sul;3;Masculino;40-49;Pós Graduação;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/17;Aprovado
MT369;MG;Sudeste;3;Feminino;30-39;NI;Saúde;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/18;Não Iniciado
MT370;SP;Sudeste;3;Masculino;50-59;Pós Graduação;Saúde;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/19;Aprovado
MT371;RN;Nordeste;3;Feminino;18-29;Pós Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/20;Reprovado
MT372;RN;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Sol;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/21;Não Iniciado
MT373;RS;Sul;3;Feminino;30-39;NI;Ciências Extas;Lua;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/22;Aprovado
MT374;SC;Sul;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/23;Aprovado
MT375;PR;Sul;3;Feminino;18-29;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/24;Aprovado
MT376;MG;Sudeste;3;Masculino;40-49;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/25;Não Iniciado
MT377;SP;Sudeste;2;Feminino;30-39;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/26;Aprovado
MT378;BA;Nordeste;2;Masculino;50-59;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/27;Reprovado
MT379;PR;Sul;2;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/28;Não Iniciado
MT380;MG;Sudeste;2;Masculino;40-49;Graduação;NI;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/29;Aprovado
MT381;SP;Sudeste;4;Feminino;30-39;Pós Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/30;Aprovado
MT382;RN;Nordeste;4;Masculino;50-59;NI;NI;Constelação;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/31;Aprovado
MT383;RN;Nordeste;4;Feminino;18-29;Graduação;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/32;Aprovado
MT384;RS;Sul;4;Masculino;40-49;Ens. Médio;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/33;Aprovado
MT385;AM;Norte;4;Feminino;30-39;Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/34;Não Iniciado
MT386;PR;Sul;4;Masculino;50-59;Ens. Médio;Ciências Humas;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/35;Aprovado
MT387;MG;Sudeste;1;Feminino;18-29;NI;Ciências Humas;Sol;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/36;Reprovado
MT388;SP;Sudeste;1;Masculino;40-49;Graduação;NI;Lua;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/37;Não Iniciado
MT389;BA;Nordeste;1;Feminino;30-39;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/38;Aprovado
MT390;PR;Sul;2;Masculino;50-59;Graduação;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/39;Aprovado
MT391;MG;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/40;Aprovado
MT392;SP;Sudeste;2;Masculino;40-49;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/41;Não Iniciado
MT393;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/42;Aprovado
MT394;RN;Nordeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/43;Reprovado
MT395;RS;Sul;3;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/44;Não Iniciado
MT396;SC;Sul;3;Masculino;40-49;Graduação;Ciências Humas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/45;Aprovado
MT397;PR;Sul;3;Feminino;30-39;Pós Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/46;Aprovado
MT398;MG;Sudeste;3;Masculino;50-59;NI;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/47;Aprovado
MT399;SP;Sudeste;3;Feminino;18-29;Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/48;Não Iniciado
MT400;BA;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/49;Aprovado
MT401;PR;Sul;2;Feminino;30-39;NI;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/50;Reprovado
MT402;MG;Sudeste;2;Masculino;50-59;Graduação;NI;Constelação;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/51;Não Iniciado
MT403;SP;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/52;Aprovado
MT404;RN;Nordeste;2;Masculino;40-49;Graduação;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/53;Aprovado
MT405;RN;Nordeste;2;Feminino;30-39;Ens. Médio;Ciências Extas;Lua;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/54;Aprovado
MT406;AM;Norte;2;Masculino;50-59;NI;Ciências Humas;Cometa;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT407;SC;Sul;2;Feminino;40-49;Graduação;Ciências Humas;Lua;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT408;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT409;RN;Nordeste;3;Masculino;30-39;Pós Graduação;Ciências Extas;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/42;Aprovado
MT410;RN;Nordeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/43;Reprovado
MT411;RS;Sul;3;Masculino;40-49;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/44;Não Iniciado
MT412;SC;Sul;3;Masculino;40-49;Graduação;Ciências Humas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/45;Aprovado
MT413;PR;Sul;3;Feminino;40-49;Pós Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/46;Aprovado
MT414;MG;Sudeste;3;Masculino;50-59;NI;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/47;Aprovado
MT415;SP;Sudeste;3;Masculino;18-29;Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/48;Não Iniciado
MT416;BA;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/49;Aprovado
MT417;PR;Sul;2;Feminino;30-39;Ens. Médio;Ciências Extas;Lua;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/50;Reprovado
MT418;MG;Sudeste;2;Masculino;50-59;Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/51;Não Iniciado
MT419;SP;Sudeste;2;Feminino;30-39;Ens. Médio;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/52;Aprovado
MT420;AM;Norte;2;Masculino;40-49;Graduação;NI;Lua;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/53;Aprovado
MT421;RN;Nordeste;2;Feminino;30-39;Ens. Médio;Ciências Extas;Sol;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/54;Aprovado
MT422;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT423;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT424;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT425;MG;Sudeste;2;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/58;Aprovado
MT426;SP;Sudeste;2;Masculino;50-59;Ens. Médio;Ciências Extas;Constelação;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/59;Reprovado
MT427;BA;Nordeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/60;Não Iniciado
MT428;PR;Sul;3;Masculino;40-49;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/17;Aprovado
MT429;MG;Sudeste;3;Feminino;30-39;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/18;Não Iniciado
MT430;SP;Sudeste;3;Masculino;50-59;Pós Graduação;NI;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/19;Aprovado
MT431;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Lua;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/20;Reprovado
MT432;RN;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/21;Não Iniciado
MT433;RS;Sul;3;Feminino;30-39;NI;Ciências Extas;Lua;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/22;Aprovado
MT434;SC;Sul;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/23;Aprovado
MT435;PR;Sul;3;Feminino;18-29;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/24;Aprovado
MT436;MG;Sudeste;3;Masculino;40-49;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/25;Não Iniciado
MT437;SP;Sudeste;2;Feminino;30-39;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/26;Aprovado
MT438;AM;Norte;2;Masculino;50-59;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/27;Reprovado
MT439;PR;Sul;2;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/28;Não Iniciado
MT440;MG;Sudeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/29;Aprovado
MT441;SP;Sudeste;4;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/30;Aprovado
MT442;RN;Nordeste;4;Masculino;50-59;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/31;Aprovado
MT443;RN;Nordeste;4;Feminino;18-29;Graduação;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/32;Aprovado
MT444;RS;Sul;4;Masculino;40-49;Ens. Médio;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/33;Aprovado
MT445;SC;Sul;4;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/34;Não Iniciado
MT446;PR;Sul;4;Masculino;50-59;Ens. Médio;Ciências Humas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/35;Aprovado
MT447;MG;Sudeste;1;Feminino;18-29;NI;Ciências Humas;Constelação;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/36;Reprovado
MT448;SP;Sudeste;1;Masculino;40-49;Graduação;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/37;Não Iniciado
MT449;AM;Norte;1;Feminino;30-39;Ens. Médio;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/38;Aprovado
MT450;PR;Sul;2;Masculino;50-59;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/39;Aprovado
MT451;MG;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/40;Aprovado
MT452;SP;Sudeste;2;Masculino;40-49;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/41;Não Iniciado
MT453;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/42;Aprovado
MT454;RN;Nordeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/43;Reprovado
MT455;RS;Sul;3;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/44;Não Iniciado
MT456;SC;Sul;3;Masculino;40-49;Graduação;Ciências Humas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/45;Aprovado
MT457;PR;Sul;3;Feminino;30-39;Pós Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/46;Aprovado
MT458;MG;Sudeste;3;Masculino;50-59;NI;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/47;Aprovado
MT459;SP;Sudeste;3;Feminino;18-29;Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/48;Não Iniciado
MT460;BA;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/49;Aprovado
MT461;PR;Sul;2;Feminino;30-39;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/50;Reprovado
MT462;AM;Norte;2;Masculino;50-59;Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/51;Não Iniciado
MT463;SP;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/52;Aprovado
MT464;RN;Nordeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/53;Aprovado
MT465;RN;Nordeste;2;Feminino;30-39;Ens. Médio;Ciências Extas;Sol;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/54;Aprovado
MT466;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT467;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT468;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT469;RN;Nordeste;3;Masculino;30-39;Pós Graduação;Ciências Extas;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/42;Aprovado
MT470;RN;Nordeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/43;Reprovado
MT471;RS;Sul;3;Masculino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/44;Não Iniciado
MT472;SC;Sul;3;Masculino;40-49;Graduação;Ciências Humas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/45;Aprovado
MT473;PR;Sul;3;Feminino;30-39;Pós Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/46;Aprovado
MT474;MG;Sudeste;3;Masculino;50-59;NI;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/47;Aprovado
MT475;SP;Sudeste;3;Masculino;18-29;Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/48;Não Iniciado
MT476;BA;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Lua;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/49;Aprovado
MT477;PR;Sul;2;Feminino;30-39;NI;Ciências Extas;Lua;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/50;Reprovado
MT478;MG;Sudeste;2;Masculino;50-59;Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/51;Não Iniciado
MT479;SP;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/52;Aprovado
MT480;RN;Nordeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/53;Aprovado
MT481;RN;Nordeste;2;Feminino;30-39;Ens. Médio;Ciências Extas;Sol;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/54;Aprovado
MT482;AM;Norte;2;Masculino;50-59;NI;Ciências Humas;Lua;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT483;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT484;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT485;MG;Sudeste;2;Feminino;30-39;Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/58;Aprovado
MT486;SP;Sudeste;2;Masculino;50-59;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/59;Reprovado
MT487;BA;Nordeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/60;Não Iniciado
MT488;PR;Sul;3;Masculino;40-49;Pós Graduação;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/17;Aprovado
MT489;MG;Sudeste;3;Feminino;30-39;NI;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/18;Não Iniciado
MT490;SP;Sudeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/19;Aprovado
MT491;RN;Nordeste;3;Feminino;18-29;Pós Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/20;Reprovado
MT492;RN;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/21;Não Iniciado
MT493;RS;Sul;3;Feminino;30-39;NI;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/22;Aprovado
MT494;SC;Sul;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/23;Aprovado
MT495;PR;Sul;3;Feminino;18-29;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/24;Aprovado
MT496;MG;Sudeste;3;Masculino;40-49;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/25;Não Iniciado
MT497;SP;Sudeste;2;Feminino;30-39;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/26;Aprovado
MT498;BA;Nordeste;2;Masculino;50-59;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/27;Reprovado
MT499;PR;Sul;2;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/28;Não Iniciado
MT500;MG;Sudeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/29;Aprovado
MT501;SP;Sudeste;4;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/30;Aprovado
MT502;RN;Nordeste;4;Masculino;50-59;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/31;Aprovado
MT503;RN;Nordeste;4;Feminino;18-29;Graduação;Ciências Extas;Lua;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/32;Aprovado
MT504;AM;Norte;4;Masculino;40-49;Ens. Médio;NI;Sol;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/33;Aprovado
MT505;SC;Sul;4;Feminino;30-39;Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/34;Não Iniciado
MT506;PR;Sul;4;Masculino;50-59;Ens. Médio;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/35;Aprovado
MT507;MG;Sudeste;1;Feminino;18-29;NI;Ciências Humas;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/36;Reprovado
MT508;SP;Sudeste;1;Masculino;40-49;Graduação;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/37;Não Iniciado
MT509;BA;Nordeste;1;Feminino;30-39;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/38;Aprovado
MT510;PR;Sul;2;Masculino;50-59;Graduação;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/39;Aprovado
MT511;MG;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/40;Aprovado
MT512;SP;Sudeste;2;Masculino;40-49;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/41;Não Iniciado
MT513;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/42;Aprovado
MT514;RN;Nordeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/43;Reprovado
MT515;RS;Sul;3;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/44;Não Iniciado
MT516;SC;Sul;3;Masculino;40-49;Graduação;Ciências Humas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/45;Aprovado
MT517;PR;Sul;3;Feminino;30-39;Pós Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/46;Aprovado
MT518;MG;Sudeste;3;Masculino;50-59;NI;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/47;Aprovado
MT519;SP;Sudeste;3;Feminino;18-29;Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/48;Não Iniciado
MT520;BA;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/49;Aprovado
MT521;PR;Sul;2;Feminino;30-39;NI;Ciências Extas;Lua;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/50;Reprovado
MT522;MG;Sudeste;2;Masculino;50-59;Graduação;NI;Sol;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/51;Não Iniciado
MT523;SP;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/52;Aprovado
MT524;RN;Nordeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/53;Aprovado
